Project ID,Start Term,X Stu First Gen No Bach ,X Stu First Gen No College ,Pell Grant?,Midterm GPA,Athlete (December),X Stu Cum Gpa (December),X Stu Housing Fall,Retained to Fall 2?,Retained to Fall 3,Fall Campus Job?,# of campus orgs (December),# Midterm D or F,% of Midterm Grades are D or F,# Non-Lab STEM Courses,# STEM Courses Earned Credit,% of STEM Courses earning credit,# Classes Passed,% of Classes Passed
623,2018FA,Yes,No,Yes,2.25,Yes,2.5,RESIDENT,Yes,Yes,No,1,1,25.00%,0,0,Not Applicable,4,100.00%
624,2018FA,No,No,No,4,No,4,RESIDENT,Yes,Yes,No,3,0,0.00%,0,0,Not Applicable,6,100.00%
625,2018FA,No,No,No,4,Yes,3.775,RESIDENT,Yes,No,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
626,2018FA,No,No,No,3.5,No,3.475,RESIDENT,Yes,Yes,No,3,0,0.00%,1,1,100.00%,5,100.00%
627,2018FA,No,No,No,3,No,2.675,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
628,2018FA,Yes,No,Yes,3.75,No,3.925,COMMUTER,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
629,2018FA,No,No,No,4,Yes,3.575,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
630,2018FA,No,No,Yes,,No,,RESIDENT,No,No,No,0,0,0.00%,2,0,0.00%,0,0.00%
631,2018FA,Yes,No,Yes,3.75,No,3.925,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
632,2018FA,Yes,No,No,3.75,No,3.925,RESIDENT,Yes,Yes,No,4,0,0.00%,0,0,Not Applicable,4,100.00%
633,2018FA,No,No,No,3.75,No,3.25,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
634,2018FA,No,No,No,2,No,1.5,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,3,75.00%
635,2018FA,Yes,Yes,No,4,No,4,COMMUTER,Yes,Yes,No,2,0,0.00%,2,2,100.00%,5,100.00%
636,2018FA,Yes,No,Yes,3.375,Yes,2.875,RESIDENT,No,No,No,1,0,0.00%,0,0,Not Applicable,5,100.00%
637,2018FA,No,No,No,1.75,No,2.9,RESIDENT,Yes,No,No,3,2,50.00%,0,0,Not Applicable,3,75.00%
638,2018FA,No,No,No,2,No,2.675,RESIDENT,Yes,Yes,No,0,1,20.00%,1,1,100.00%,4,100.00%
639,2018FA,Yes,Yes,Yes,0,Yes,,RESIDENT,No,No,No,1,1,25.00%,0,0,Not Applicable,0,0.00%
640,2018FA,No,No,No,2.5,No,2.325,COMMUTER,Yes,Yes,No,0,0,0.00%,1,1,100.00%,4,100.00%
641,2018FA,No,No,No,3.25,No,3.35,RESIDENT,Yes,Yes,Yes,3,0,0.00%,3,3,100.00%,4,100.00%
642,2018FA,No,No,No,2.75,No,3.075,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
643,2018FA,No,No,Yes,3.25,No,2.85,COMMUTER,Yes,Yes,No,0,0,0.00%,1,1,100.00%,4,100.00%
644,2018FA,No,No,No,3.5,No,3.5,RESIDENT,Yes,Yes,No,1,0,0.00%,2,2,100.00%,4,100.00%
645,2018FA,No,No,No,3.0588,No,2.894,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,5,100.00%
646,2018FA,No,No,No,3.5,Yes,3.4,RESIDENT,No,No,No,1,0,0.00%,1,1,100.00%,4,100.00%
647,2018FA,No,No,No,2.875,Yes,2.5,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,5,100.00%
648,2018FA,No,No,No,3.75,Yes,3.85,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
649,2018FA,No,No,No,2.75,Yes,3.25,RESIDENT,Yes,Yes,Yes,1,0,0.00%,0,0,Not Applicable,4,100.00%
650,2018FA,Yes,No,No,1,Yes,1.5,RESIDENT,Yes,Yes,No,1,4,100.00%,0,0,Not Applicable,4,100.00%
651,2018FA,Yes,No,Yes,3.25,No,3.6,RESIDENT,Yes,Yes,Yes,1,0,0.00%,0,0,Not Applicable,4,100.00%
652,2018FA,No,No,No,2.25,Yes,2.4,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
653,2018FA,Yes,No,No,2.25,No,2.5,RESIDENT,No,No,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
654,2018FA,No,No,No,2.75,No,2.75,RESIDENT,Yes,Yes,Yes,4,0,0.00%,2,2,100.00%,4,100.00%
655,2018FA,Yes,No,Yes,2.5,No,2.925,RESIDENT,No,No,No,2,1,25.00%,0,0,Not Applicable,4,100.00%
656,2018FA,No,No,No,2.75,Yes,2.425,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
657,2018FA,No,No,No,3.25,Yes,2.925,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
658,2018FA,No,No,No,1.75,Yes,1.575,RESIDENT,Yes,Yes,No,1,1,20.00%,2,1,50.00%,3,75.00%
659,2018FA,No,No,No,3.25,No,3.25,RESIDENT,No,No,Yes,1,0,0.00%,0,0,Not Applicable,4,100.00%
660,2018FA,No,No,No,2,No,2.6,RESIDENT,Yes,Yes,Yes,1,1,25.00%,2,2,100.00%,4,100.00%
661,2018FA,No,No,Yes,2.75,No,2.6,RESIDENT,Yes,Yes,No,0,0,0.00%,1,1,100.00%,4,100.00%
662,2018FA,Yes,No,No,2.75,No,2.75,RESIDENT,Yes,Yes,Yes,1,0,0.00%,0,0,Not Applicable,4,100.00%
663,2018FA,Yes,No,Yes,3.5,No,3.925,RESIDENT,Yes,Yes,Yes,0,0,0.00%,0,0,Not Applicable,4,100.00%
664,2018FA,Yes,No,No,2,No,2.175,RESIDENT,No,No,No,6,2,50.00%,0,0,Not Applicable,4,100.00%
665,2018FA,Yes,Yes,Yes,3.5,No,3.575,RESIDENT,Yes,Yes,Yes,6,0,0.00%,0,0,Not Applicable,4,100.00%
666,2018FA,No,No,No,3.5,Yes,3.425,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,4,100.00%
667,2018FA,No,No,No,2.5,Yes,3.333,COMMUTER,Yes,Yes,No,2,1,25.00%,1,1,100.00%,3,75.00%
668,2018FA,Yes,Yes,No,1.75,No,1.867,RESIDENT,Yes,No,No,1,2,40.00%,1,1,100.00%,3,75.00%
669,2018FA,Yes,No,No,2.75,Yes,2.35,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,4,100.00%
670,2018FA,No,No,No,2,No,2.075,RESIDENT,Yes,Yes,No,1,1,25.00%,0,0,Not Applicable,4,100.00%
671,2018FA,No,No,No,2.5882,No,2.918,RESIDENT,Yes,Yes,No,3,0,0.00%,2,2,100.00%,5,100.00%
672,2018FA,No,No,Yes,1,No,0.925,RESIDENT,Yes,Yes,Yes,1,2,40.00%,1,0,0.00%,3,75.00%
673,2018FA,No,No,No,3.25,No,3.425,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
674,2018FA,No,No,No,3,No,3,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
675,2018FA,No,No,Yes,2.8235,No,2.859,RESIDENT,Yes,Yes,No,0,1,20.00%,0,0,Not Applicable,5,100.00%
676,2018FA,No,No,No,4,No,4,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,4,100.00%
677,2018FA,No,No,No,3.5,Yes,3.275,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
678,2018FA,No,No,No,4,No,4,COMMUTER,Yes,Yes,No,2,0,0.00%,2,2,100.00%,6,100.00%
679,2018FA,No,No,No,3,No,3.325,RESIDENT,Yes,Yes,Yes,1,0,0.00%,0,0,Not Applicable,4,100.00%
680,2018FA,No,No,Yes,3.25,Yes,3.175,RESIDENT,Yes,Yes,No,1,0,0.00%,2,2,100.00%,4,100.00%
681,2018FA,No,No,No,0.75,Yes,1.35,RESIDENT,No,No,No,1,3,75.00%,2,1,50.00%,2,50.00%
682,2018FA,Yes,No,Yes,2,No,2.575,RESIDENT,No,No,Yes,2,1,25.00%,0,0,Not Applicable,4,100.00%
683,2018FA,No,No,No,3.5,Yes,3.475,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,5,100.00%
684,2018FA,No,No,Yes,3.5,No,3.65,RESIDENT,Yes,Yes,No,3,0,0.00%,1,1,100.00%,5,100.00%
685,2018FA,No,No,No,2.5,Yes,3,RESIDENT,Yes,Yes,No,2,0,0.00%,2,2,100.00%,4,80.00%
686,2018FA,No,No,No,2.75,No,3.15,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
687,2018FA,Yes,No,Yes,3,Yes,3.5,RESIDENT,Yes,Yes,No,2,0,0.00%,3,3,100.00%,5,100.00%
688,2018FA,No,No,No,4,No,4,RESIDENT,Yes,Yes,Yes,1,0,0.00%,0,0,Not Applicable,4,100.00%
689,2018FA,No,No,No,3.75,No,3.925,RESIDENT,Yes,Yes,Yes,1,0,0.00%,0,0,Not Applicable,4,100.00%
690,2018FA,Yes,No,No,3.75,No,3.825,RESIDENT,Yes,Yes,No,0,0,0.00%,2,2,100.00%,4,100.00%
691,2018FA,No,No,No,3.25,No,2.85,RESIDENT,Yes,Yes,No,0,0,0.00%,2,2,100.00%,4,100.00%
692,2018FA,No,No,No,3.25,No,3.75,RESIDENT,Yes,Yes,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
693,2018FA,Yes,No,Yes,2.5,No,2.15,RESIDENT,Yes,No,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
694,2018FA,No,No,No,3.5,No,3.425,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
695,2018FA,No,No,No,4,No,4,RESIDENT,Yes,Yes,Yes,2,0,0.00%,0,0,Not Applicable,4,100.00%
696,2018FA,Yes,No,Yes,3.75,No,3.85,RESIDENT,Yes,Yes,Yes,2,0,0.00%,0,0,Not Applicable,4,100.00%
697,2018FA,Yes,No,Yes,2.75,No,3.175,RESIDENT,No,No,Yes,4,0,0.00%,0,0,Not Applicable,4,100.00%
698,2018FA,Yes,No,Yes,3,No,2.825,RESIDENT,No,No,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
699,2018FA,Yes,No,Yes,0,No,,RESIDENT,No,No,No,0,3,75.00%,0,0,Not Applicable,0,0.00%
700,2018FA,Yes,Yes,Yes,2.25,No,2.025,RESIDENT,No,No,Yes,1,1,25.00%,0,0,Not Applicable,4,100.00%
701,2018FA,No,No,No,3.75,No,3.775,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
702,2018FA,No,No,Yes,3.25,Yes,3.1,COMMUTER,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
703,2018FA,Yes,Yes,Yes,3,No,3,RESIDENT,Yes,No,Yes,2,0,0.00%,2,2,100.00%,4,100.00%
704,2018FA,No,No,No,3,No,3.675,RESIDENT,Yes,Yes,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
705,2018FA,Yes,Yes,No,3.25,No,3.313,COMMUTER,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,5,100.00%
706,2018FA,No,No,No,3.7647,No,4,COMMUTER,Yes,Yes,Yes,0,0,0.00%,0,0,Not Applicable,5,100.00%
707,2018FA,Unknown,Unknown,No,2.3333,No,2.467,RESIDENT,No,No,No,0,1,25.00%,0,0,Not Applicable,3,75.00%
708,2018FA,Yes,Yes,No,3.5294,Yes,3.347,RESIDENT,Yes,No,No,4,0,0.00%,0,0,Not Applicable,6,100.00%
709,2018FA,Yes,Yes,No,1.5,No,1.675,RESIDENT,No,No,No,2,3,75.00%,0,0,Not Applicable,3,75.00%
710,2018FA,Yes,No,Yes,3.75,No,3.85,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
711,2018FA,No,No,No,3.75,No,3.925,RESIDENT,No,No,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
712,2018FA,Yes,No,Yes,3.25,No,3.5,COMMUTER,Yes,Yes,Yes,7,0,0.00%,0,0,Not Applicable,5,100.00%
713,2018FA,No,No,No,3.5,Yes,3.675,RESIDENT,Yes,Yes,Yes,1,0,0.00%,2,2,100.00%,4,100.00%
714,2018FA,Yes,No,No,2.6667,Yes,3,RESIDENT,Yes,No,No,1,0,0.00%,2,2,100.00%,4,100.00%
715,2018FA,No,No,No,2.75,Yes,2.65,RESIDENT,Yes,Yes,No,1,1,25.00%,0,0,Not Applicable,4,100.00%
716,2018FA,Yes,No,Yes,3.5,No,3.75,RESIDENT,Yes,Yes,Yes,3,0,0.00%,0,0,Not Applicable,4,100.00%
717,2018FA,No,No,Yes,3.25,No,3.6,RESIDENT,Yes,Yes,No,0,0,0.00%,1,1,100.00%,4,100.00%
718,2018FA,No,No,No,2.75,Yes,2.75,RESIDENT,No,No,Yes,2,0,0.00%,0,0,Not Applicable,4,100.00%
719,2018FA,No,No,No,4,No,3.825,RESIDENT,Yes,Yes,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
720,2018FA,No,No,No,3.75,Yes,3.85,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
721,2018FA,No,No,No,3.75,Yes,3.6,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,4,100.00%
722,2018FA,Yes,Yes,Yes,2.75,No,3.075,RESIDENT,Yes,Yes,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
723,2018FA,Yes,No,No,2.75,No,2.825,RESIDENT,Yes,Yes,No,4,0,0.00%,1,1,100.00%,4,100.00%
724,2018FA,Unknown,Unknown,No,,No,,RESIDENT,No,No,No,0,0,0.00%,1,0,0.00%,0,0.00%
725,2018FA,Yes,No,No,3,No,3.175,RESIDENT,Yes,Yes,Yes,5,0,0.00%,0,0,Not Applicable,4,100.00%
726,2018FA,No,No,No,4,Yes,4,RESIDENT,Yes,Yes,No,3,0,0.00%,1,1,100.00%,4,100.00%
727,2018FA,Yes,No,Yes,3.25,No,3.25,RESIDENT,No,Yes,No,3,0,0.00%,1,1,100.00%,4,100.00%
728,2018FA,Yes,Yes,Yes,3.75,No,3.6,RESIDENT,Yes,No,No,0,0,0.00%,2,2,100.00%,4,100.00%
729,2018FA,No,No,No,2.5,Yes,2.6,RESIDENT,Yes,Yes,Yes,2,0,0.00%,0,0,Not Applicable,4,100.00%
730,2018FA,Yes,Yes,No,0.6667,Yes,0.767,COMMUTER,No,No,No,1,3,75.00%,1,0,0.00%,1,25.00%
731,2018FA,Yes,Yes,No,3,No,3.45,RESIDENT,Yes,Yes,No,0,0,0.00%,1,1,100.00%,4,100.00%
732,2018FA,No,No,Yes,2.25,No,3.075,RESIDENT,Yes,Yes,No,2,1,25.00%,2,2,100.00%,4,100.00%
733,2018FA,No,No,No,3.25,Yes,3.567,RESIDENT,Yes,Yes,No,3,0,0.00%,1,1,100.00%,4,80.00%
734,2018FA,No,No,No,3.75,Yes,3.85,RESIDENT,Yes,Yes,No,2,0,0.00%,1,1,100.00%,4,100.00%
735,2018FA,No,No,No,2.75,No,3.35,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
736,2018FA,No,No,No,1,Yes,1.5,RESIDENT,Yes,No,No,2,3,75.00%,0,0,Not Applicable,4,100.00%
737,2018FA,Yes,No,Yes,3.25,No,3.175,COMMUTER,No,Yes,No,0,0,0.00%,1,1,100.00%,4,100.00%
738,2018FA,No,No,No,2.5,Yes,2.675,RESIDENT,Yes,Yes,No,1,1,25.00%,0,0,Not Applicable,4,100.00%
739,2018FA,No,No,No,2.25,No,2.35,RESIDENT,Yes,Yes,No,0,2,50.00%,0,0,Not Applicable,4,100.00%
740,2018FA,No,No,No,4,No,4,RESIDENT,Yes,Yes,No,2,0,0.00%,0,0,Not Applicable,6,100.00%
741,2018FA,No,No,No,3,No,3.1,RESIDENT,Yes,Yes,No,3,0,0.00%,0,0,Not Applicable,4,100.00%
742,2018FA,No,No,Yes,3.5,No,2.925,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
743,2018FA,No,No,Yes,3.25,No,3.475,RESIDENT,Yes,Yes,No,3,0,0.00%,1,1,100.00%,4,100.00%
744,2018FA,No,No,No,2.75,No,3.1,RESIDENT,Yes,Yes,No,1,1,25.00%,0,0,Not Applicable,4,100.00%
745,2018FA,Yes,No,Yes,2.75,No,2.575,RESIDENT,No,No,Yes,4,1,16.70%,2,2,100.00%,4,100.00%
746,2018FA,No,No,No,3.75,No,2.825,RESIDENT,No,No,No,0,0,0.00%,1,1,100.00%,4,100.00%
747,2018FA,No,No,No,4,Yes,3.85,RESIDENT,Yes,Yes,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
748,2018FA,No,No,No,4,No,4,RESIDENT,Yes,Yes,No,5,0,0.00%,0,0,Not Applicable,5,100.00%
749,2018FA,No,No,No,3,Yes,3.233,RESIDENT,Yes,Yes,No,4,0,0.00%,2,2,100.00%,5,100.00%
750,2018FA,No,No,Yes,3.25,Yes,3.425,RESIDENT,Yes,Yes,Yes,2,0,0.00%,0,0,Not Applicable,4,100.00%
751,2018FA,Yes,No,Yes,3.2857,Yes,3.3,RESIDENT,Yes,Yes,Yes,1,0,0.00%,1,1,100.00%,4,100.00%
752,2018FA,No,No,No,3.25,No,3.425,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
753,2018FA,No,No,No,2.5,No,2.825,RESIDENT,Yes,Yes,No,4,0,0.00%,2,2,100.00%,4,100.00%
754,2018FA,No,No,No,2.1176,No,2.246,COMMUTER,Yes,Yes,No,0,1,20.00%,0,0,Not Applicable,4,80.00%
755,2018FA,Yes,Yes,Yes,2.5,No,2.525,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
756,2018FA,No,No,Yes,2,No,1.85,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
757,2018FA,No,No,No,1.8462,No,2.554,RESIDENT,Yes,Yes,No,0,2,40.00%,0,0,Not Applicable,4,80.00%
758,2018FA,No,No,No,3.25,No,3.675,RESIDENT,Yes,Yes,No,3,0,0.00%,3,3,100.00%,5,100.00%
759,2018FA,No,No,No,4,No,3.85,RESIDENT,Yes,Yes,No,5,0,0.00%,0,0,Not Applicable,4,100.00%
760,2018FA,No,No,No,3.75,No,3.825,RESIDENT,Yes,Yes,No,5,0,0.00%,2,2,100.00%,5,100.00%
761,2018FA,No,No,No,4,No,4,RESIDENT,Yes,Yes,No,3,0,0.00%,0,0,Not Applicable,4,100.00%
762,2018FA,No,No,No,3.75,No,3.75,RESIDENT,No,No,No,2,0,0.00%,2,2,100.00%,4,100.00%
763,2018FA,No,No,No,1.75,No,1.333,RESIDENT,No,No,No,2,2,50.00%,0,0,Not Applicable,3,75.00%
764,2018FA,No,No,No,1.5,Yes,0,RESIDENT,No,No,No,1,2,50.00%,0,0,Not Applicable,0,0.00%
765,2018FA,Yes,No,No,1,No,1.233,RESIDENT,Yes,Yes,Yes,2,3,75.00%,1,0,0.00%,3,75.00%
766,2018FA,No,No,No,3,Yes,3.5,RESIDENT,Yes,Yes,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
767,2018FA,No,No,Yes,0.5,No,,RESIDENT,No,No,No,1,4,100.00%,0,0,Not Applicable,0,0.00%
768,2018FA,No,No,No,2.75,No,3,RESIDENT,Yes,Yes,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
769,2018FA,No,No,No,1.75,Yes,2.025,RESIDENT,Yes,Yes,No,1,2,50.00%,0,0,Not Applicable,4,100.00%
770,2018FA,Unknown,Unknown,No,1.25,Yes,1.9,RESIDENT,No,No,No,1,3,75.00%,0,0,Not Applicable,3,75.00%
771,2018FA,Yes,No,No,3,No,3.075,RESIDENT,Yes,Yes,No,2,0,0.00%,3,3,100.00%,5,100.00%
772,2018FA,No,No,No,3.5,No,3.5,RESIDENT,Yes,Yes,Yes,0,0,0.00%,1,1,100.00%,5,100.00%
773,2018FA,No,No,No,3.7647,No,3.765,COMMUTER,Yes,Yes,No,0,0,0.00%,2,2,100.00%,5,100.00%
774,2018FA,No,No,No,2.8235,No,0.871,RESIDENT,No,No,No,1,0,0.00%,0,0,Not Applicable,4,80.00%
775,2018FA,Yes,Yes,Yes,,No,,RESIDENT,No,No,No,0,0,0.00%,1,0,0.00%,0,0.00%
776,2018FA,No,No,No,3,Yes,3.333,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,4,100.00%
777,2018FA,No,No,No,2,No,1.1,RESIDENT,Yes,Yes,No,0,2,50.00%,0,0,Not Applicable,3,75.00%
778,2018FA,No,No,No,2.75,Yes,1.575,RESIDENT,Yes,Yes,No,3,0,0.00%,0,0,Not Applicable,4,80.00%
779,2018FA,Yes,No,Yes,2.25,No,0.85,RESIDENT,Yes,No,No,4,1,25.00%,0,0,Not Applicable,2,50.00%
780,2018FA,No,No,No,1.75,No,1.5,RESIDENT,Yes,Yes,No,1,1,25.00%,2,1,50.00%,3,75.00%
781,2018FA,No,No,No,3.25,Yes,3.6,RESIDENT,Yes,Yes,No,1,0,0.00%,2,2,100.00%,4,100.00%
782,2018FA,Yes,No,No,2.25,No,2.075,RESIDENT,Yes,Yes,Yes,0,1,20.00%,2,2,100.00%,4,100.00%
783,2018FA,No,No,Yes,2.75,No,2.9,RESIDENT,Yes,No,No,0,0,0.00%,1,1,100.00%,4,100.00%
784,2018FA,No,No,No,3,Yes,2.85,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
785,2018FA,No,No,No,1.5,Yes,2.433,RESIDENT,Yes,Yes,No,1,2,50.00%,1,0,0.00%,3,75.00%
786,2018FA,No,No,Yes,1.25,No,1.35,RESIDENT,No,No,No,0,2,50.00%,0,0,Not Applicable,3,75.00%
787,2018FA,No,No,No,2.25,No,,RESIDENT,Yes,Yes,No,1,1,25.00%,0,0,Not Applicable,0,Not Applicable
788,2018FA,No,No,No,4,No,4,RESIDENT,Yes,Yes,Yes,3,0,0.00%,0,0,Not Applicable,5,100.00%
789,2018FA,No,No,No,2.5,Yes,2.325,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,4,100.00%
790,2018FA,No,No,No,0.75,Yes,1.133,RESIDENT,Yes,Yes,No,1,3,60.00%,1,0,0.00%,2,50.00%
791,2018FA,No,No,No,3.25,Yes,3.325,RESIDENT,Yes,Yes,No,2,0,0.00%,0,0,Not Applicable,4,100.00%
792,2018FA,Yes,No,Yes,3.25,No,2.75,RESIDENT,No,No,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
793,2018FA,No,No,No,1.1765,No,1.494,RESIDENT,Yes,Yes,No,1,3,60.00%,0,0,Not Applicable,5,100.00%
794,2018FA,Yes,No,No,3.5,Yes,3.763,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,5,100.00%
795,2018FA,Yes,No,Yes,1.25,No,1.1,RESIDENT,No,No,No,2,2,50.00%,0,0,Not Applicable,3,75.00%
796,2018FA,No,No,No,3.5,No,3.075,RESIDENT,Yes,Yes,Yes,0,0,0.00%,1,1,100.00%,4,100.00%
797,2018FA,No,No,No,0.75,Yes,1.667,RESIDENT,No,No,No,1,4,80.00%,3,2,66.70%,4,80.00%
798,2018FA,No,No,Yes,3.75,Yes,3.85,RESIDENT,Yes,Yes,No,2,0,0.00%,2,2,100.00%,4,100.00%
799,2018FA,Yes,No,No,2.75,No,2.35,RESIDENT,Yes,Yes,Yes,0,0,0.00%,0,0,Not Applicable,4,100.00%
800,2018FA,No,No,No,3.75,No,4,RESIDENT,No,No,No,1,0,0.00%,0,0,Not Applicable,4,80.00%
801,2018FA,No,No,Yes,2.75,No,2.825,RESIDENT,No,No,No,0,0,0.00%,1,1,100.00%,4,100.00%
802,2018FA,No,No,No,1.5,No,1.233,RESIDENT,Yes,Yes,No,0,2,50.00%,0,0,Not Applicable,3,75.00%
803,2018FA,No,No,Yes,3.25,Yes,3.35,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,4,100.00%
804,2018FA,No,No,No,3.7647,No,3.518,RESIDENT,Yes,Yes,No,0,0,0.00%,1,1,100.00%,6,100.00%
805,2018FA,No,No,No,4,No,4,RESIDENT,Yes,Yes,No,3,0,0.00%,2,2,100.00%,5,100.00%
806,2018FA,Yes,No,No,2.5,No,2.075,RESIDENT,Yes,No,No,1,1,25.00%,0,0,Not Applicable,4,100.00%
807,2018FA,No,No,No,2.5,No,2.75,RESIDENT,No,No,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
808,2018FA,No,No,No,3.25,Yes,3.425,RESIDENT,Yes,Yes,No,1,0,0.00%,0,0,Not Applicable,4,100.00%
809,2018FA,No,No,No,2.25,No,2.075,RESIDENT,Yes,Yes,No,0,1,25.00%,0,0,Not Applicable,4,100.00%
810,2018FA,Yes,No,No,2.5,No,2.75,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,5,100.00%
811,2018FA,No,No,No,1.25,Yes,2,RESIDENT,Yes,Yes,No,1,3,75.00%,0,0,Not Applicable,3,75.00%
812,2018FA,No,No,No,1.25,Yes,2.1,RESIDENT,Yes,Yes,No,1,2,50.00%,0,0,Not Applicable,3,75.00%
813,2018FA,No,No,No,3.5,Yes,3.75,RESIDENT,Yes,Yes,No,1,0,0.00%,2,2,100.00%,4,100.00%
814,2018FA,Yes,No,No,3.5,No,3.325,RESIDENT,No,No,No,3,0,0.00%,2,2,100.00%,5,100.00%
815,2018FA,No,No,No,3.25,Yes,3.213,RESIDENT,Yes,Yes,No,2,0,0.00%,0,0,Not Applicable,5,100.00%
816,2018FA,No,No,No,3,Yes,3.575,RESIDENT,Yes,Yes,No,5,0,0.00%,0,0,Not Applicable,5,100.00%
817,2018FA,No,No,No,4,Yes,3.838,RESIDENT,Yes,Yes,Yes,4,0,0.00%,1,1,100.00%,5,100.00%
818,2018FA,No,No,No,2.75,Yes,3.175,RESIDENT,Yes,Yes,Yes,1,0,0.00%,2,2,100.00%,4,100.00%
819,2018FA,Yes,No,No,2.75,Yes,3.35,RESIDENT,Yes,Yes,No,1,1,25.00%,0,0,Not Applicable,4,100.00%
820,2018FA,No,No,No,4,No,4,RESIDENT,Yes,Yes,No,2,0,0.00%,2,2,100.00%,5,100.00%
821,2018FA,No,No,Yes,3.5,No,3.75,RESIDENT,Yes,Yes,No,0,0,0.00%,0,0,Not Applicable,4,100.00%
822,2018FA,No,No,No,3.75,No,3.825,RESIDENT,Yes,Yes,Yes,0,0,0.00%,0,0,Not Applicable,4,100.00%
823,2018FA,Yes,No,No,3.25,Yes,3.275,RESIDENT,Yes,Yes,No,1,0,0.00%,1,1,100.00%,4,100.00%
824,2018FA,No,No,No,2.25,Yes,1.925,RESIDENT,Yes,Yes,No,1,0,0.00%,3,3,100.00%,5,100.00%
825,2018FA,No,No,No,3.75,No,3.85,RESIDENT,Yes,Yes,Yes,2,0,0.00%,0,0,Not Applicable,4,100.00%
826,2018FA,No,No,Yes,0.5,No,0.25,RESIDENT,No,No,No,0,3,75.00%,1,0,0.00%,1,25.00%
827,2018FA,No,No,No,0.4444,No,0.333,RESIDENT,No,No,No,2,5,100.00%,3,2,66.70%,2,40.00%
828,2018FA,No,No,No,3.2941,No,3.694,RESIDENT,Yes,Yes,Yes,7,0,0.00%,0,0,Not Applicable,6,100.00%
